wine number,acidity type 1,acidity type 2,citric acid,residual sugar,chlorides,sulfur dioxide type 1,sulfur dioxide type 2,pH,sulphates,alcohol,density,color,quality
2320,6.15,0.21,0.37,3.2,0.021,20,80,3.39,0.47,12,0.99076,W,5
2321,4.9,0.335,0.14,1.3,0.036,69,168,3.47,0.46,10.46666667,0.99212,W,5
2322,6.1,0.31,0.26,2.2,0.051,28,167,3.37,0.47,10.4,0.9926,W,6
2323,6.6,0.44,0.32,3,0.095,13,75,3.1,0.63,12.8,0.98954,W,6
2324,9.5,0.59,0.44,2.3,0.071,21,68,3.46,0.63,9.5,0.9992,R,5
2325,7.4,0.19,0.31,14.5,0.045,39,193,3.1,0.5,9.2,0.9986,W,6
2326,5.8,0.32,0.38,4.75,0.033,23,94,3.42,0.42,11.8,0.991,W,7
2327,7.6,0.41,0.33,2.5,0.078,6,23,3.3,0.58,11.2,0.9957,R,5
2328,6.3,0.2,0.26,1.6,0.027,36,141,3.53,0.56,10.8,0.99268,W,6
2329,8.8,0.39,0.35,1.8,0.096,22,80,2.95,0.54,12.6,0.99016,W,6
2330,7.4,0.21,0.8,12.3,0.038,77,183,2.95,0.48,9,0.99778,W,5
2331,8.7,0.42,0.45,2.4,0.072,32,59,3.33,0.77,12,0.99617,R,6
2332,6.7,0.15,0.38,1.7,0.037,20,84,3.09,0.53,11.4,0.99046,W,6
2333,6.9,0.35,0.55,11.95,0.038,22,111,3.11,0.29,9.7,0.99687,W,5
2334,7.2,0.23,0.38,14.3,0.058,55,194,3.09,0.44,9,0.9979,W,6
2335,6.3,0.55,0.15,1.8,0.077,26,35,3.32,0.82,11.6,0.99314,R,6
2336,7.3,0.22,0.4,14.75,0.042,44.5,129.5,3.36,0.41,9.1,0.9998,W,7
2337,7,0.28,0.39,8.7,0.051,32,141,3.38,0.53,10.5,0.9961,W,6
2338,7.8,0.58,0.13,2.1,0.102,17,36,3.24,0.53,11.2,0.9944,R,6
2339,6.8,0.25,0.34,4.7,0.031,34,134,3.21,0.38,10.6,0.9927,W,6
2340,10.2,0.49,0.63,2.9,0.072,10,26,3.16,0.78,12.5,0.9968,R,7
2341,6.9,0.15,0.29,2.3,0.033,14,82,3.1,0.58,11.2,0.99132,W,7
2342,6.1,0.55,0.15,9.8,0.031,19,125,3.36,0.47,10.2,0.9957,W,6
2343,7.1,0.15,0.34,1,0.033,27,73,3.24,0.41,12.2,0.98974,W,6
2344,9.3,0.49,0.36,1.7,0.081,3,14,3.27,0.78,10.9,0.99702,R,6
2345,5.4,0.59,0.07,7,0.045,36,147,3.34,0.57,9.7,0.9944,W,6
2346,6.8,0.18,0.3,12.8,0.062,19,171,3,0.52,9,0.99808,W,7
2347,6.8,0.52,0.26,5.7,0.038,27,130,3.11,0.27,13,0.99,W,7
2348,10,0.49,0.2,11,0.071,13,50,3.16,0.69,9.2,1.0015,R,6
2349,7.1,0.85,0.49,8.7,0.028,40,184,3.22,0.36,10.7,0.9962,W,5
2350,7,0.2,0.37,2,0.03,26,136,3.28,0.61,10.2,0.9932,W,6
2351,7.8,0.43,0.32,2.8,0.08,29,58,3.31,0.64,10.3,0.9974,R,5
2352,8.2,0.26,0.49,5.2,0.04,19,100,3.12,0.34,10.1,0.9941,W,6
2353,6.9,0.3,0.29,1.3,0.053,24,189,3.29,0.54,9.9,0.99362,W,4
2354,6.1,0.16,0.27,12.6,0.064,63,162,3.66,0.43,8.9,0.9994,W,5
2355,7,0.24,0.47,1.3,0.043,18,131,3.19,0.45,11,0.99176,W,6
2356,6.8,0.26,0.46,8.3,0.037,49,173,3.17,0.47,9.3,0.99601,W,5
2357,6.9,0.23,0.33,12.8,0.056,44,169,3.42,0.42,9.8,0.998,W,6
2358,6.6,0.25,0.31,1.5,0.035,32,127,3.41,0.47,11.3,0.9921,W,6
2359,6.5,0.15,0.55,5.9,0.045,75,162,2.97,0.4,9.3,0.99482,W,5
2360,6.7,0.24,0.26,5.4,0.03,15,94,3.15,0.38,12.7,0.99045,W,6
2361,9.1,0.27,0.32,1.1,0.031,15,151,3.03,0.41,10.6,0.9936,W,5
2362,6.8,0.69,0,5.6,0.124,21,58,3.46,0.72,10.2,0.9997,R,5
2363,9.3,0.61,0.26,3.4,0.09,25,87,3.24,0.62,9.7,0.99975,R,5
2364,6.3,0.21,0.28,1.5,0.051,46,142,3.23,0.42,10.1,0.9928,W,6
2365,6.4,0.4,0.25,4.2,0.032,15,91,3.26,0.52,13.1,0.98988,W,6
2366,7.4,0.49,0.24,15.1,0.03,34,153,3.13,0.51,12,0.9953,W,7
2367,5.9,0.3,0.23,4.2,0.038,42,119,3.15,0.5,11,0.9924,W,5
2368,6.4,0.38,0.14,2.2,0.038,15,25,3.44,0.65,11.1,0.99514,R,6
2369,5.8,0.28,0.66,9.1,0.039,26,159,3.66,0.55,10.8,0.9965,W,5
2370,7.4,0.18,0.29,1.4,0.042,34,101,3.54,0.6,10.5,0.99384,W,7
2371,8.8,0.2,0.28,1.1,0.018,18,72,2.97,0.35,10.4,0.9926,W,5
2372,7.7,0.43,1,19.95,0.032,42,164,3.29,0.5,12,0.99742,W,6
2373,7.6,0.16,0.41,1.9,0.047,27,151,3.2,0.53,10.1,0.9937,W,6
2374,7,0.22,0.29,8.9,0.05,24,90,3.29,0.46,9.8,0.99556,W,6
2375,6.2,0.16,0.47,1.4,0.029,23,81,3.26,0.42,12.2,0.99,W,6
2376,11.2,0.28,0.56,1.9,0.075,17,60,3.16,0.58,9.8,0.998,R,6
2377,7.2,0.26,0.32,10.4,0.062,23,114,3.23,0.49,10.5,0.9966,W,5
2378,5.8,0.2,0.34,1,0.035,40,86,3.5,0.42,11.7,0.98993,W,5
2379,7.7,0.6,0,2.6,0.055,7,13,3.38,0.56,10.8,0.99639,R,5
2380,7.7,0.32,0.61,11.8,0.041,66,188,3,0.54,9.3,0.99794,W,5
2381,7.6,0.39,0.22,2.8,0.036,19,113,3.03,0.29,10.2,0.9926,W,5
2382,7.1,0.32,0.32,11,0.038,16,66,3.24,0.4,11.5,0.9937,W,3
2383,6.7,0.25,0.23,7.2,0.038,61,220,3.14,0.35,9.5,0.9952,W,5
2384,8.5,0.3,0.28,3.1,0.054,54,174,3.21,0.43,9.4,0.99543,W,6
2385,7.1,0.59,0.02,2.3,0.082,24,94,3.55,0.53,9.7,0.99744,R,6
2386,5.6,0.23,0.29,3.1,0.023,19,89,3.25,0.51,11.2,0.99068,W,6
2387,7.2,0.4,0.24,8.5,0.055,45,151,3.2,0.52,9.2,0.99626,W,5
2388,6.1,0.17,0.28,2.5,0.028,22,98,3.16,0.37,11.1,0.99072,W,7
2389,5.9,0.23,0.28,8.6,0.046,37,142,3.23,0.53,10.6,0.99432,W,6
2390,5,0.33,0.18,4.6,0.032,40,124,3.18,0.4,11,0.99114,W,6
2391,7.8,0.56,0.19,2,0.081,17,108,3.32,0.54,9.5,0.9962,R,5
2392,6.7,0.31,0.3,2.4,0.038,30,83,3.09,0.36,12.8,0.98867,W,7
2393,6.8,0.36,0.24,4.6,0.039,24,124,3.27,0.34,12.6,0.9909,W,7
2394,8.9,0.43,0.45,1.9,0.052,6,16,3.35,0.7,12.5,0.9948,R,6
2395,6.5,0.23,0.39,1.9,0.036,41,98,3.19,0.43,11.9,0.99,W,7
2396,6.3,0.17,0.32,4.2,0.04,37,117,3.24,0.43,11.3,0.99182,W,6
2397,6.3,0.26,0.49,1.5,0.052,34,134,2.99,0.61,9.8,0.9924,W,6
2398,6.3,0.3,0.2,3.7,0.039,34,132,3,0.38,10.7,0.99158,W,5
2399,8.2,0.43,0.29,1.6,0.081,27,45,3.25,0.54,10.3,0.99603,R,5
2400,9,0.26,0.34,6.7,0.029,21,162,3.08,0.5,10.6,0.99497,W,6
2401,6.4,0.31,0.38,2.9,0.038,19,102,3.17,0.35,11,0.9912,W,7
2402,6.9,0.4,0.43,6.2,0.065,42,178,3.11,0.53,9.4,0.99552,W,5
2403,6.4,0.24,0.49,5.8,0.053,25,120,3.01,0.98,10.5,0.9942,W,6
2404,5.7,0.335,0.34,1,0.04,13,174,3.27,0.66,10,0.992,W,5
2405,7.3,0.25,0.41,1.8,0.037,52,165,3.29,0.39,12.2,0.9911,W,7
2406,6.6,0.25,0.3,1.6,0.046,32,134,3.42,0.51,10.1,0.993,W,7
2407,6.6,0.23,0.3,14.9,0.051,33,118,3.04,0.54,9,0.99835,W,6
2408,9.3,0.715,0.24,2.1,0.07,5,20,3.12,0.59,9.9,0.9966,R,5
2409,10,0.29,0.4,2.9,0.098,10,26,3.48,0.91,9.7,1.0006,R,5
2410,13.2,0.46,0.52,2.2,0.071,12,35,3.1,0.56,9,1.0006,R,6
2411,6.4,0.32,0.26,7.9,0.05,53,180,3.14,0.5,9.6,0.99514,W,5
2412,9.2,0.36,0.34,1.6,0.062,5,12,3.2,0.67,10.5,0.99667,R,6
2413,7.2,0.21,0.34,11.9,0.043,37,213,3.09,0.5,9.6,0.9962,W,6
2414,7.6,0.21,0.49,2.5,0.047,20,130,3.15,0.48,11.1,0.99178,W,5
2415,7.5,0.52,0.11,1.5,0.079,11,39,3.42,0.58,9.6,0.9968,R,5
2416,6.2,0.45,0.73,7.2,0.099,47,202,3.21,0.43,9.2,0.99582,W,5
2417,7,0.15,0.28,14.7,0.051,29,149,2.96,0.39,9,0.99792,W,7
2418,7.1,0.42,0.2,2.8,0.038,28,109,3.23,0.47,13.4,0.98968,W,6
2419,7,0.29,0.49,3.8,0.047,37,136,2.95,0.4,9.4,0.9938,W,6
2420,6.7,0.3,0.44,18.5,0.057,65,224,3.11,0.53,9.1,0.99956,W,5
2421,7.3,0.24,0.34,15.4,0.05,38,174,3.03,0.42,9,0.9983,W,6
2422,5.9,0.2,0.28,12.8,0.038,29,132,3.31,0.57,11.8,0.99426,W,7
2423,9,0.43,0.34,2.5,0.08,26,86,3.38,0.62,9.5,0.9987,R,6
2424,6.6,0.62,0.2,8.7,0.046,81,224,3.17,0.44,9.3,0.99605,W,5
2425,6.5,0.44,0.49,7.7,0.045,16,169,3.11,0.37,8.7,0.9957,W,6
2426,6.9,0.41,0.31,2,0.079,21,51,3.47,0.55,9.5,0.99668,R,6
2427,7.7,0.58,0.01,1.8,0.088,12,18,3.32,0.56,10.5,0.99568,R,7
2428,7.6,0.48,0.28,10.4,0.049,57,205,3.24,0.45,9.3,0.99748,W,5
2429,7.7,0.46,0.18,3.3,0.054,18,143,3.12,0.51,10.8,0.99392,W,6
2430,6.4,0.24,0.27,1.5,0.04,35,105,3.13,0.3,12.4,0.98914,W,6
2431,6.6,0.43,0.24,11.9,0.04,54,159,3.14,0.54,9.8,0.99622,W,6
2432,6.9,0.22,0.31,6.3,0.029,41,131,3.08,0.49,10.8,0.99326,W,6
2433,6.9,0.25,0.3,4.1,0.054,23,116,2.99,0.38,9.4,0.994,W,6
2434,7.1,0.59,0.01,2.3,0.08,27,43,3.42,0.58,10.7,0.9955,R,6
2435,9.9,0.54,0.26,2,0.111,7,60,2.94,0.98,10.2,0.99709,R,5
2436,7.9,0.16,0.3,7.4,0.05,58,152,3.12,0.37,9.5,0.99612,W,6
2437,6.8,0.41,0.3,8.8,0.045,28,131,3.12,0.59,9.9,0.9953,W,5
2438,7,0.27,0.74,1.5,0.036,27,122,3.35,0.48,11.2,0.9926,W,6
2439,10.3,0.25,0.48,2.2,0.042,28,164,3.19,0.59,9.7,0.998,W,5
2440,6.1,0.2,0.17,1.6,0.048,46,129,3.3,0.43,11.4,0.991,W,6
2441,7.2,0.14,0.32,1.1,0.022,48,116,3.04,0.67,10,0.99218,W,6
2442,6.4,0.23,0.35,10.3,0.042,54,140,3.23,0.47,9.2,0.9967,W,5
2443,5.8,0.22,0.25,1.5,0.024,21,109,3.37,0.58,10.4,0.99234,W,6
2444,6.7,0.18,0.31,10.6,0.035,42,143,3.08,0.49,9.8,0.99572,W,7
2445,6.3,0.17,0.42,2.8,0.028,45,107,3.27,0.43,11.8,0.9908,W,6
2446,6.8,0.26,0.4,7.5,0.046,45,179,3.2,0.49,9.3,0.99583,W,5
2447,5.2,0.405,0.15,1.45,0.038,10,44,3.52,0.4,11.6,0.99125,W,4
2448,6.6,0.285,0.49,11.4,0.035,57,137,3.08,0.54,8.9,0.99732,W,6
2449,8.3,0.65,0.1,2.9,0.089,17,40,3.29,0.55,9.5,0.99803,R,5
2450,12.8,0.84,0.63,2.4,0.088,13,35,3.1,0.6,10.4,0.9997,R,6
2451,7.2,0.26,0.26,12.7,0.036,49,214,3.41,0.5,10,0.9986,W,6
2452,7.6,0.17,0.35,1.6,0.047,43,154,3.36,0.69,11.1,0.9934,W,6
2453,7.1,0.12,0.32,9.6,0.054,64,162,3.4,0.41,9.4,0.9962,W,5
2454,6.7,0.34,0.31,16.4,0.051,20,146,3.06,0.54,9.1,0.99834,W,5
2455,5.7,0.245,0.33,1.1,0.049,28,150,3.13,0.42,9.3,0.9927,W,5
2456,6.5,0.26,0.34,1.4,0.04,25,184,3.29,0.46,10.7,0.99216,W,5
2457,6.9,0.28,0.37,9.1,0.037,16,76,3.05,0.54,11.1,0.9948,W,5
2458,5.7,0.28,0.36,1.8,0.041,38,90,3.27,0.98,11.9,0.99002,W,7
2459,9,0.54,0.49,2.9,0.094,41,110,3.08,0.61,9.2,0.9982,R,5
2460,7.1,0.25,0.31,2.3,0.05,32,156,3.14,0.51,11.4,0.9914,W,6
2461,6.2,0.51,0.14,1.9,0.056,15,34,3.48,0.57,11.5,0.99396,R,6
2462,7.5,0.42,0.32,2.7,0.067,7,25,3.24,0.44,10.4,0.99628,R,5
2463,7.5,0.31,0.51,14.8,0.039,62,204,3.06,0.6,9.5,0.9982,W,5
2464,8.5,0.34,0.44,1.7,0.079,6,12,3.52,0.63,10.7,0.99605,R,5
2465,7,0.56,0.13,1.6,0.077,25,42,3.34,0.59,9.2,0.99629,R,5
2466,8.1,0.2,0.49,11.8,0.048,46,212,3.09,0.46,10,0.9968,W,7
2467,6.6,0.56,0.15,10,0.037,38,157,3.28,0.52,9.4,0.99642,W,5
2468,6.9,0.16,0.35,1.3,0.043,21,182,3.25,0.62,10.8,0.9927,W,6
2469,7,0.16,0.26,7.3,0.047,30,220,3.38,0.58,10.1,0.99622,W,6
2470,8,0.55,0.17,8.2,0.04,13,60,3.09,0.3,9.5,0.9956,W,4
2471,6.5,0.23,0.36,16.3,0.038,43,133,3.26,0.41,8.8,0.99924,W,5
2472,7.8,0.32,0.31,1.7,0.036,46,195,3.03,0.48,10.5,0.993,W,5
2473,6.3,0.36,0.28,2.5,0.035,18,73,3.1,0.47,12.8,0.98868,W,7
2474,7.4,0.74,0.07,1.7,0.086,15,48,3.12,0.48,10,0.99502,R,5
2475,6.9,0.19,0.35,6.9,0.045,51,125,3.1,0.44,10.7,0.9933,W,7
2476,4.9,0.42,0,2.1,0.048,16,42,3.71,0.74,14,0.99154,R,7
2477,9,0.55,0.3,8.1,0.026,14,71,2.94,0.36,11.8,0.993,W,5
2478,7.4,0.24,0.29,10.1,0.05,21,105,3.13,0.35,9.5,0.9962,W,5
2479,7.9,0.18,0.49,5.2,0.051,36,157,3.18,0.48,10.6,0.9953,W,6
2480,7.2,0.21,0.28,2.7,0.033,38,94,2.99,0.43,11.8,0.99075,W,7
2481,6.7,0.48,0.49,2.9,0.03,28,122,3.13,0.4,13,0.98926,W,6
2482,6,0.29,0.41,10.8,0.048,55,149,3.09,0.59,10.96666667,0.9937,W,7
2483,7.7,0.51,0.28,2.1,0.087,23,54,3.42,0.74,9.2,0.998,R,5
2484,7.8,0.43,0.49,13,0.033,37,158,3.14,0.35,11.3,0.9955,W,6
2485,6.3,0.26,0.24,7.2,0.039,38,172,3.49,0.64,9.7,0.9958,W,6
2486,6.2,0.24,0.25,12.5,0.055,47,134,3.3,0.51,9,0.99758,W,5
2487,11.4,0.625,0.66,6.2,0.088,6,24,3.11,0.99,13.3,0.9988,R,6
2488,9.2,0.43,0.52,2.3,0.083,14,23,3.35,0.61,11.3,0.9976,R,6
2489,9.8,0.25,0.74,10,0.056,36,225,3.06,0.43,10,0.9977,W,4
2490,7.2,0.34,0.23,8.9,0.105,22,155,3.01,0.58,9.5,0.99692,W,5
2491,12.5,0.46,0.49,4.5,0.07,26,49,3.05,0.57,9.6,0.9981,R,4
2492,9.2,0.67,0.1,3,0.091,12,48,3.31,0.54,9.5,0.99888,R,6
2493,7.7,0.24,0.3,1.4,0.041,15,102,3.26,0.53,10.4,0.9929,W,6
2494,9.6,0.21,0.28,1.2,0.038,12,53,2.8,0.46,10.6,0.9926,W,5
2495,7.5,0.14,0.34,1.3,0.055,50,153,3.29,0.8,9.6,0.9945,W,6
2496,6.7,0.19,0.41,15.6,0.056,75,155,3.2,0.44,8.8,0.9995,W,6
2497,6.7,0.17,0.42,10.4,0.038,85,182,3.04,0.44,8.9,0.99628,W,6
2498,6.2,0.23,0.36,17.2,0.039,37,130,3.23,0.43,8.8,0.99946,W,6
2499,8.5,0.28,0.35,1.7,0.061,6,15,3.3,0.74,11.8,0.99524,R,7
2500,5.3,0.165,0.24,1.1,0.051,25,105,3.32,0.47,9.1,0.9925,W,5
2501,8.3,0.26,0.42,2,0.08,11,27,3.21,0.8,9.4,0.9974,R,6
2502,6.9,0.26,0.49,1.6,0.058,39,166,3.65,0.52,9.4,0.9965,W,4
2503,6.5,0.615,0,1.9,0.065,9,18,3.46,0.65,9.2,0.9972,R,5
2504,11.2,0.66,0.24,2.5,0.085,16,53,3.06,0.72,11,0.9993,R,6
2505,7.4,0.785,0.19,5.2,0.094,19,98,3.16,0.52,9.566666667,0.99713,R,6
2506,7.9,0.19,0.26,2.1,0.039,8,143,3.05,0.74,9.8,0.9942,W,5
2507,8.3,0.2,0.49,1.7,0.038,38,167,3.05,0.37,10.1,0.9939,W,6
2508,9.9,0.35,0.41,2.3,0.083,11,61,3.21,0.5,9.5,0.9982,R,5
2509,6.2,0.36,0.14,8.9,0.036,38,155,3.27,0.5,9.4,0.99622,W,5
2510,5.2,0.185,0.22,1,0.03,47,123,3.55,0.44,10.15,0.99218,W,6
2511,9.5,0.37,0.52,2,0.088,12,51,3.29,0.58,11.1,0.99613,R,6
2512,6.9,0.18,0.38,8.1,0.049,44,176,3.3,0.54,9.8,0.9958,W,6
2513,7,0.12,0.32,7.2,0.058,22,89,3.29,0.38,9.2,0.9966,W,6
2514,7.7,0.29,0.48,2.3,0.049,36,178,3.17,0.64,10.6,0.9931,W,6
2515,7.6,0.3,0.27,10.6,0.039,31,119,3.27,0.3,9.3,0.99815,W,6
2516,6.6,0.27,0.33,1.4,0.042,24,183,3.29,0.46,10.7,0.99215,W,5
2517,8.6,0.33,0.4,2.6,0.083,16,68,3.3,0.48,9.4,0.99782,R,5
2518,8.2,0.51,0.24,2,0.079,16,86,3.34,0.64,9.5,0.99764,R,6
2519,7,0.32,0.29,7.6,0.025,35,124,3.15,0.65,12.8,0.99162,W,7
2520,9,0.43,0.3,1.5,0.05,7,175,3.11,0.45,9.7,0.9951,W,4
2521,6.9,0.23,0.4,7.5,0.04,50,151,3.11,0.27,11.4,0.9927,W,6
2522,6.3,0.21,0.4,1.7,0.031,48,134,3.42,0.49,11.5,0.9917,W,6
2523,6.3,0.27,0.29,12.2,0.044,59,196,3.14,0.4,8.8,0.99782,W,6
2524,6.6,0.2,0.27,10.9,0.038,29,130,3.11,0.44,10.5,0.99496,W,7
2525,6.8,0.32,0.18,7.5,0.041,71,223,3.14,0.41,8.9,0.9959,W,5
2526,6.6,0.26,0.27,11.8,0.048,28,112,2.87,0.49,9.7,0.99606,W,6
2527,6.2,0.36,0.26,13.2,0.051,54,201,3.25,0.46,9,0.9976,W,5
2528,6.9,0.3,0.3,10.55,0.037,4,28,3.07,0.32,12.7,0.99184,W,6
2529,8,0.71,0,2.6,0.08,11,34,3.44,0.53,9.5,0.9976,R,5
2530,7.5,0.57,0.08,2.6,0.089,14,27,3.3,0.59,10.4,0.99592,R,6
2531,6.7,0.24,0.31,2.3,0.044,37,113,3.29,0.46,12.9,0.99013,W,6
2532,6.8,0.4,0.29,2.8,0.044,27,97,3.12,0.42,11.2,0.9904,W,6
2533,6.9,0.25,0.24,1.8,0.053,6,121,3.23,0.7,11.4,0.993,W,5
2534,6.7,0.45,0.3,5.3,0.036,27,165,3.12,0.46,12.2,0.99122,W,6
2535,6.3,0.22,0.3,2,0.05,23,120,3.24,0.47,10.4,0.99204,W,6
2536,6.6,0.61,0,1.6,0.069,4,8,3.33,0.37,10.4,0.99396,R,4
2537,9,0.31,0.49,6.9,0.034,26,91,2.99,0.34,11.5,0.9937,W,5
2538,5.2,0.28,0.29,1.1,0.028,18,69,3.24,0.54,10,0.99168,W,6
2539,7,0.975,0.04,2,0.087,12,67,3.35,0.6,9.4,0.99565,R,4
2540,5.2,0.34,0,1.8,0.05,27,63,3.68,0.79,14,0.9916,R,6
2541,6.4,0.35,0.51,7.8,0.055,53,177,3.12,0.45,9.6,0.99502,W,5
2542,7.4,0.18,0.4,1.6,0.047,22,102,3.28,0.44,10.7,0.9937,W,5
2543,6.2,0.25,0.21,15.55,0.039,28,159,3.48,0.64,9.6,0.9982,W,6
2544,6.8,0.3,0.26,20.3,0.037,45,150,3.04,0.38,12.3,0.99727,W,6
2545,7.2,0.08,0.49,1.3,0.05,18,148,3.46,0.44,10.2,0.9945,W,6
2546,7.8,0.6,0.26,2,0.08,31,131,3.21,0.52,9.9,0.99622,R,5
2547,6.6,0.3,0.24,1.2,0.034,17,121,3.13,0.36,9.2,0.9933,W,5
2548,6.8,0.25,0.24,1.6,0.045,39,164,3.53,0.58,10.8,0.99402,W,5
2549,7.8,0.3,0.74,1.8,0.033,33,156,3.29,0.52,12.8,0.991,W,6
2550,11.6,0.44,0.64,2.1,0.059,5,15,3.21,0.67,10.2,0.998,R,6
2551,6.1,0.36,0.26,8.15,0.035,14,88,3.06,0.27,13,0.99031,W,7
2552,6.4,0.32,0.26,7.9,0.05,53,180,3.14,0.5,9.6,0.99514,W,5
2553,9,0.58,0.25,2.8,0.075,9,104,3.23,0.57,9.7,0.99779,R,5
2554,7,0.22,0.26,2.8,0.036,44,132,3.34,0.41,12,0.99078,W,7
2555,10.5,0.59,0.49,2.1,0.07,14,47,3.3,0.56,9.6,0.9991,R,4
2556,6.2,0.27,0.49,1.4,0.05,20,74,3.32,0.44,9.8,0.9931,W,6
2557,6.7,0.265,0.22,8.6,0.048,54,198,3.25,0.41,10.2,0.9955,W,5
2558,6.8,0.11,0.27,8.6,0.044,45,104,3.2,0.37,9.9,0.99454,W,6
2559,8.2,0.39,0.38,1.5,0.058,10,29,3.26,0.74,9.8,0.9962,R,5
2560,6.3,0.255,0.37,1.1,0.04,37,114,3,0.39,10.9,0.9905,W,6
2561,6.9,0.22,0.31,6.3,0.029,41,131,3.08,0.49,10.8,0.99326,W,6
2562,6.4,0.225,0.48,2.2,0.115,29,104,3.24,0.58,12.1,0.9918,W,6
2563,9.6,0.68,0.24,2.2,0.087,5,28,3.14,0.6,10.2,0.9988,R,5
2564,7.5,0.24,0.31,13.1,0.05,26,180,3.05,0.53,9.1,0.99884,W,6
2565,6.1,0.35,0.07,1.4,0.069,22,108,3.23,0.52,9.2,0.9934,W,5
2566,8.7,0.765,0.22,2.3,0.064,9,42,3.1,0.55,9.4,0.9963,R,5
2567,6.8,0.17,0.34,2,0.04,38,111,3.24,0.45,12.9,0.99,W,6
2568,5,0.33,0.16,1.5,0.049,10,97,3.48,0.44,10.7,0.9917,W,6
2569,8.4,0.32,0.35,11.7,0.029,3,46,3.02,0.34,11.8,0.99439,W,6
2570,7.1,0.38,0.4,2.2,0.042,54,201,3.03,0.5,11.4,0.99177,W,5
2571,6.2,0.2,0.28,1.1,0.039,24,78,3.36,0.47,12.1,0.9899,W,6
2572,7.4,0.45,0.32,7.1,0.044,17,117,3.32,0.41,10.4,0.9962,W,4
2573,8.4,0.31,0.29,3.1,0.194,14,26,3.22,0.78,12,0.99536,R,6
2574,7.5,0.3,0.21,6.55,0.026,33,143,2.92,0.35,11.1,0.99244,W,5
2575,7.2,0.25,0.39,18.95,0.038,42,155,2.97,0.47,9,0.9999,W,6
2576,8.3,0.6,0.25,2.2,0.118,9,38,3.15,0.53,9.8,0.99616,R,5
2577,7.4,0.61,0.01,2,0.074,13,38,3.48,0.65,9.8,0.99748,R,5
2578,6.1,0.32,0.25,1.7,0.034,37,136,3.47,0.5,10.8,0.992,W,7
2579,11.6,0.47,0.44,1.6,0.147,36,51,3.38,0.86,9.9,0.99836,R,4
2580,6,0.33,0.26,5.1,0.051,16,119,3.15,0.41,9.2,0.99416,W,5
2581,6,0.21,0.24,12.1,0.05,55,164,3.34,0.39,9.4,0.997,W,5
2582,6.7,0.27,0.69,1.2,0.176,36,106,2.96,0.43,9.2,0.99288,W,6
2583,6.7,0.25,0.31,1.35,0.061,30.5,218,3.16,0.53,9.5,0.99388,W,5
2584,10.3,0.41,0.42,2.4,0.213,6,14,3.19,0.62,9.5,0.9994,R,6
2585,6.3,0.29,0.3,8.1,0.212,60,150,3.1,0.4,9.3,0.9958,W,5
2586,7.1,0.32,0.3,9.9,0.041,63,192,3.12,0.49,10.2,0.99642,W,6
2587,5.9,0.25,0.24,7.4,0.044,21,113,3.38,0.58,10.5,0.99462,W,6
2588,7.5,0.28,0.33,7.7,0.048,42,180,3.37,0.59,10.1,0.9974,W,6
2589,7,0.2,0.38,8.1,0.05,42,173,3.3,0.54,9.8,0.99585,W,6
2590,6.1,0.34,0.25,1.8,0.084,4,28,3.36,0.44,10.1,0.99464,R,5
2591,6.3,0.29,0.14,7.05,0.045,50,177,3.23,0.42,9,0.99564,W,5
2592,7.9,0.18,0.37,1.2,0.04,16,75,3.18,0.63,10.8,0.992,W,5
2593,6,0.23,0.15,9.7,0.048,101,207,3.05,0.3,9.1,0.99571,W,5
2594,6.6,0.17,0.36,1.9,0.036,38,110,3.05,0.54,11.4,0.99056,W,6
2595,7.7,0.25,0.3,7.8,0.038,67,196,3.1,0.5,10.1,0.99555,W,5
2596,6.6,0.21,0.34,5.6,0.046,30,140,3.22,0.38,11,0.99299,W,5
2597,5.6,0.245,0.32,1.1,0.047,24,152,3.12,0.42,9.3,0.9927,W,6
2598,5.4,0.24,0.18,2.3,0.05,22,145,3.24,0.46,10.3,0.99207,W,5
2599,7,0.23,0.42,5.1,0.042,37,144,3.5,0.59,10.2,0.99518,W,6
2600,6.8,0.31,0.09,1.4,0.04,56,145,3.19,0.46,10,0.9922,W,5
2601,6.7,0.51,0.24,2.1,0.043,14,155,3.22,0.6,13,0.9904,W,6
2602,6.4,0.57,0.12,2.3,0.12,25,36,3.47,0.71,11.3,0.99519,R,7
2603,7.4,0.635,0.1,2.4,0.08,16,33,3.58,0.69,10.8,0.99736,R,7
2604,8.7,0.3,0.59,1.7,0.046,10,70,3.06,0.56,10.8,0.99373,W,4
2605,6.2,0.27,0.32,6.3,0.048,47,159,3.21,0.6,11,0.99282,W,6
2606,8.8,0.46,0.45,2.6,0.065,7,18,3.32,0.79,14,0.9947,R,6
2607,6.6,0.28,0.42,8.2,0.044,60,196,3.14,0.48,9.4,0.99562,W,5
2608,7.2,0.19,0.31,6.3,0.034,17,103,3.15,0.52,11.4,0.99305,W,7
2609,8.9,0.5,0.21,2.2,0.088,21,39,3.33,0.83,11.1,0.99692,R,6
2610,7.8,0.17,0.23,1.7,0.029,39,128,3.37,0.41,10.7,0.99272,W,7
2611,8.8,0.17,0.38,1.8,0.04,39,148,3.16,0.67,10.2,0.9942,W,6
2612,6.9,0.26,0.27,4.2,0.031,20,80,3.12,0.39,11.5,0.99089,W,6
2613,7.7,0.43,0.25,2.6,0.073,29,63,3.37,0.58,10.5,0.99615,R,6
